Ticker,Symbols,CSVSymbol,1 Year Returns,2 Year Returns,5 Year Returns,10 Year Returns
EDELWEISS,EDELWEISS.NS,NSE:EDELWEISS,-0.1662518666,1.220643939,1.09562109,1.055214724
GRAPHITE,GRAPHITE.NS,NSE:GRAPHITE,-0.02379733879,0.1601621896,2.380094507,7.4030837
EUREKAFORB,EUREKAFORB.NS,NSE:EUREKAFORB,0.0336796847,#N/A,#N/A,#N/A
APOLLO,APOLLO.NS,NSE:APOLLO,2.133858268,4.852941176,29.58770344,#N/A
WESTLIFE,WESTLIFE.NS,NSE:WESTLIFE,-0.1884852639,-0.2748060433,0.9412488045,#N/A
RELINFRA,RELINFRA.NS,NSE:RELINFRA,-0.1965830122,0.5254969749,11.14449541,-0.2355998268
INOXINDIA,INOXINDIA.NS,NSE:INOXINDIA,0.05900837989,#N/A,#N/A,#N/A
SAFARI,SAFARI.NS,NSE:SAFARI,-0.09794502268,0.1584619927,10.33058277,#N/A
SONATSOFTW,SONATSOFTW.NS,NSE:SONATSOFTW,-0.3990186152,-0.2922789059,2.241199698,5.960129894
WAAREERTL,WAAREERTL.NS,NSE:WAAREERTL,#N/A,#N/A,#N/A,#N/A
STARCEMENT,STARCEMENT.NS,NSE:STARCEMENT,0.2841829443,0.7623406342,2.259371221,#N/A
JUBLINGREA,JUBLINGREA.NS,NSE:JUBLINGREA,-0.1120359361,0.4478672986,#N/A,#N/A
PVRINOX,PVRINOX.NS,NSE:PVRINOX,-0.345089496,-0.3515987059,#N/A,#N/A
IXIGO,IXIGO.NS,NSE:IXIGO,0.9954835472,#N/A,#N/A,#N/A
SHAKTIPUMP,SHAKTIPUMP.NS,NSE:SHAKTIPUMP,0.3097393193,5.311427741,29.13536966,41.45476773
HFCL,HFCL.NS,NSE:HFCL,-0.530946038,0.05592747559,4.275958188,3.731875
METROPOLIS,METROPOLIS.NS,NSE:METROPOLIS,-0.05770954471,0.4317642129,0.1541168191,#N/A
VIJAYA,VIJAYA.NS,NSE:VIJAYA,0.159241288,1.29745383,#N/A,#N/A
MMTC,MMTC.NS,NSE:MMTC,-0.2537629849,0.1812080537,3.359133127,1.520587182
BLACKBUCK,BLACKBUCK.NS,NSE:BLACKBUCK,#N/A,#N/A,#N/A,#N/A
SHAILY,SHAILY.NS,NSE:SHAILY,1.172841873,5.624773485,#N/A,#N/A
TEJASNET,TEJASNET.NS,NSE:TEJASNET,-0.5203759216,-0.2868329117,7.680351906,#N/A
ASTRAMICRO,ASTRAMICRO.NS,NSE:ASTRAMICRO,0.2099035933,1.657362849,8.603478261,8.856314145
NESCO,NESCO.NS,NSE:NESCO,0.5002311367,1.119747442,1.657688808,4.260806916
SCI,SCI.NS,NSE:SCI,-0.1631057063,0.5531944444,3.292898273,1.956510245
AZAD,AZAD.NS,NSE:AZAD,0.08418794825,#N/A,#N/A,#N/A
TRANSRAILL,TRANSRAILL.NS,NSE:TRANSRAILL,#N/A,#N/A,#N/A,#N/A
JKLAKSHMI,JKLAKSHMI.NS,NSE:JKLAKSHMI,0.1434689507,0.3917232665,2.536423841,1.38038633
JKTYRE,JKTYRE.NS,NSE:JKTYRE,-0.1004620306,0.3441317047,5.773416592,2.783258595
PGHL,PGHL.NS,NSE:PGHL,0.204814666,0.2694060244,0.3092118944,7.199518135
VESUVIUS,VESUVIUS.NS,NSE:VESUVIUS,-0.1175521709,0.6556228098,5.001847788,6.693560326
BSOFT,BSOFT.NS,NSE:BSOFT,-0.4089467005,-0.2371007371,1.029964587,4.542993157
ALKYLAMINE,ALKYLAMINE.NS,NSE:ALKYLAMINE,-0.1526548673,-0.1353665289,0.7212169519,15.53282294
CANFINHOME,CANFINHOME.NS,NSE:CANFINHOME,-0.1126704545,0.01179138322,0.9342333416,3.511236929
LLOYDPP.E1,LLOYDPP.E1.NS,NSE:LLOYDPP.E1,#N/A,#N/A,#N/A,#N/A
LLOYDSENT,LLOYDSENT.NS,NSE:LLOYDSENT,#N/A,#N/A,#N/A,#N/A
NAZARA,NAZARA.NS,NSE:NAZARA,0.05182926829,0.3009662974,#N/A,#N/A
BALRAMCHIN,BALRAMCHIN.NS,NSE:BALRAMCHIN,-0.1686261337,0.1243611584,2.51687389,8.269662921
JSLL,JSLL.NS,NSE:JSLL,1.842992515,6.306538428,#N/A,#N/A
ASKAUTOLTD,ASKAUTOLTD.NS,NSE:ASKAUTOLTD,0.1454448588,#N/A,#N/A,#N/A
RKFORGE,RKFORGE.NS,NSE:RKFORGE,-0.4446850394,-0.116089613,9.398083303,3.625727638
GENUSPOWER,GENUSPOWER.NS,NSE:GENUSPOWER,-0.2236576982,0.2120651369,11.79296875,9.862354892
SAPPHIRE,SAPPHIRE.NS,NSE:SAPPHIRE,-0.1290780142,0.04831825166,#N/A,#N/A
BIRLACORPN,BIRLACORPN.NS,NSE:BIRLACORPN,-0.0005765904286,0.1246161166,1.138861468,1.864066975
AETHER,AETHER.NS,NSE:AETHER,-0.2380682987,-0.2354337617,#N/A,#N/A
HEG,HEG.NS,NSE:HEG,0.1536157277,0.5084431033,2.503605364,17.75541126
RHIM,RHIM.NS,NSE:RHIM,-0.212169268,-0.3536259673,#N/A,#N/A
MEDPLUS,MEDPLUS.NS,NSE:MEDPLUS,0.1862571807,0.05779207986,#N/A,#N/A
VARROC,VARROC.NS,NSE:VARROC,0.1274267561,0.2996948118,1.293716338,#N/A
TANLA,TANLA.NS,NSE:TANLA,-0.2210945802,-0.2865625152,1.859176907,28.318
HONASA,HONASA.NS,NSE:HONASA,-0.3854891527,#N/A,#N/A,#N/A
WABAG,WABAG.NS,NSE:WABAG,0.03513132263,2.286415014,7.894660895,1.295887962
AVANTIFEED,AVANTIFEED.NS,NSE:AVANTIFEED,0.0218489893,0.592172302,0.4346828047,2.375061365
INDIASHLTR,INDIASHLTR.NS,NSE:INDIASHLTR,0.2054794521,#N/A,#N/A,#N/A
DBREALTY,DBREALTY.NS,NSE:DBREALTY,-0.09726505232,0.08322717622,26.9015625,2.13831283
JLHL,JLHL.NS,NSE:JLHL,0.06445501019,0.3810760668,#N/A,#N/A
POWERMECH,POWERMECH.NS,NSE:POWERMECH,-0.1436300592,0.3888740759,15.01576476,8.969030552
KPIGREEN,KPIGREEN.NS,NSE:KPIGREEN,-0.1207668085,1.611299497,#N/A,#N/A
PRIVISCL,PRIVISCL.NS,NSE:PRIVISCL,0.6494609164,0.9965742251,#N/A,#N/A
SAREGAMA,SAREGAMA.NS,NSE:SAREGAMA,-0.07014997581,0.326798288,8.12110858,13.22018349
SANSERA,SANSERA.NS,NSE:SANSERA,-0.1158006425,0.6007683688,#N/A,#N/A
LLOYDSENGG,LLOYDSENGG.NS,NSE:LLOYDSENGG,-0.09133352787,#N/A,#N/A,#N/A
LLOYDSENPP.E1,LLOYDSENPP.E1.NS,NSE:LLOYDSENPP.E1,#N/A,#N/A,#N/A,#N/A
LOTUSDEV,LOTUSDEV.NS,NSE:LOTUSDEV,#N/A,#N/A,#N/A,#N/A
HAPPYFORGE,HAPPYFORGE.NS,NSE:HAPPYFORGE,-0.1954132231,#N/A,#N/A,#N/A
ALOKINDS,ALOKINDS.NS,NSE:ALOKINDS,-0.2893716059,-0.01239892183,-0.2137339056,#N/A
JAIBALAJI,JAIBALAJI.NS,NSE:JAIBALAJI,-0.5512497752,0.1434135166,28.53254438,63.81818182
DBL,DBL.NS,NSE:DBL,-0.009081196581,0.8305921053,0.676962483,#N/A
BLUESTONE,BLUESTONE.NS,NSE:BLUESTONE,#N/A,#N/A,#N/A,#N/A
HCG,HCG.NS,NSE:HCG,0.5992246184,0.9520851819,4.553218342,#N/A
PCJEWELLER,PCJEWELLER.NS,NSE:PCJEWELLER,-0.07508532423,4.093984962,9.037037037,-0.2226047045
TTKPRESTIG,TTKPRESTIG.NS,NSE:TTKPRESTIG,-0.2725230285,-0.1762910201,0.0777167582,1.051444501
TI,TI.NS,NSE:TI,0.4564348521,1.275224775,27.73817035,18.05857741
MAPMYINDIA,MAPMYINDIA.NS,NSE:MAPMYINDIA,-0.2186506704,-0.04355966416,#N/A,#N/A
TCI,TCI.NS,NSE:TCI,0.08799129607,0.5193719929,4.45082898,8.642426677
KRBL,KRBL.NS,NSE:KRBL,0.2299059251,-0.0748603352,0.4651985843,1.369475358
OSWALPUMPS,OSWALPUMPS.NS,NSE:OSWALPUMPS,#N/A,#N/A,#N/A,#N/A
GMRP&UI,GMRP&UI.NS,NSE:GMRP&UI,-0.1756947715,2.245033113,#N/A,#N/A
PGINVIT,PGINVIT.NS,NSE:PGINVIT,#N/A,#N/A,#N/A,#N/A
ACI,ACI.NS,NSE:ACI,0.02170767004,0.2000679925,#N/A,#N/A
UJJIVANSFB,UJJIVANSFB.NS,NSE:UJJIVANSFB,0.07254995243,-0.08632218845,0.4475120385,#N/A
PNGJL,PNGJL.NS,NSE:PNGJL,-0.2218769422,#N/A,#N/A,#N/A
LATENTVIEW,LATENTVIEW.NS,NSE:LATENTVIEW,-0.1490244915,-0.007263922518,#N/A,#N/A
IIFLCAPS,IIFLCAPS.NS,NSE:IIFLCAPS,#N/A,#N/A,#N/A,#N/A
HAPPSTMNDS,HAPPSTMNDS.NS,NSE:HAPPSTMNDS,-0.2969635883,-0.3845814492,0.6543136674,#N/A
REDTAPE,REDTAPE.NS,NSE:REDTAPE,-0.146176709,0.4590451565,#N/A,#N/A
BBOX,BBOX.NS,NSE:BBOX,-0.04625550661,1.714363587,6.379223474,24.68076328
MANORAMA,MANORAMA.NS,NSE:MANORAMA,0.7995601634,2.787558189,#N/A,#N/A
DIACABS,DIACABS.NS,NSE:DIACABS,0.1625411361,56.62411348,#N/A,#N/A
CAMPUS,CAMPUS.NS,NSE:CAMPUS,-0.2291286656,-0.06516930407,#N/A,#N/A
NETWORK18,NETWORK18.NS,NSE:NETWORK18,-0.3470489443,-0.1746777862,0.7089481947,0.1176591376
TDPOWERSYS,TDPOWERSYS.NS,NSE:TDPOWERSYS,0.4012416065,1.251628664,24.20510483,8.4416937
DODLA,DODLA.NS,NSE:DODLA,0.1430461386,1.002027516,#N/A,#N/A
RCF,RCF.NS,NSE:RCF,-0.193092789,0.1851272016,2.604761905,2.211028632
BECTORFOOD,BECTORFOOD.NS,NSE:BECTORFOOD,-0.320032164,0.3732555189,#N/A,#N/A
GALAXYSURF,GALAXYSURF.NS,NSE:GALAXYSURF,-0.241925381,-0.09380639711,0.3280810355,#N/A
PRSMJOHNSN,PRSMJOHNSN.NS,NSE:PRSMJOHNSN,-0.2384060928,0.320754717,2.06010929,0.8708240535
ARVIND,ARVIND.NS,NSE:ARVIND,-0.2052313883,0.8956208758,9.210016155,2.136165145
BORORENEW,BORORENEW.NS,NSE:BORORENEW,0.2122370937,0.468666179,7.876934414,#N/A
RELIGARE,RELIGARE.NS,NSE:RELIGARE,-0.05214119333,0.04566119787,5.115606936,-0.1094276094
MAHSEAMLES,MAHSEAMLES.NS,NSE:MAHSEAMLES,-0.04822335025,0.03770321688,4.587632706,7.385744235
GSFC,GSFC.NS,NSE:GSFC,-0.08373540154,0.1548735436,2.667870036,2.069486405
AARTIPHARM,AARTIPHARM.NS,NSE:AARTIPHARM,0.3741945623,1.001373312,#N/A,#N/A
CERA,CERA.NS,NSE:CERA,-0.2513514824,-0.2919050294,1.750918606,2.253443599
KIRLPNU,KIRLPNU.NS,NSE:KIRLPNU,#N/A,#N/A,#N/A,#N/A
GARFIBRES,GARFIBRES.NS,NSE:GARFIBRES,-0.06848126983,0.2404284268,1.128892992,10.95198171
SHILPAMED,SHILPAMED.NS,NSE:SHILPAMED,-0.03728338876,1.322962129,0.4951069228,0.7339218159
MAHLIFE,MAHLIFE.NS,NSE:MAHLIFE,-0.2548343636,-0.2508415832,4.513046028,1.741253644
KALPATARU,KALPATARU.NS,NSE:KALPATARU,#N/A,#N/A,#N/A,#N/A
THOMASCOOK,THOMASCOOK.NS,NSE:THOMASCOOK,-0.2017711824,0.3983228512,4.662139219,1.269324986
SHARDACROP,SHARDACROP.NS,NSE:SHARDACROP,0.5796337403,0.9781097985,2.358702065,1.976991459
STAR,STAR.NS,NSE:STAR,-0.3715505188,0.5937295885,0.3315662275,-0.3005160128
MARKSANS,MARKSANS.NS,NSE:MARKSANS,-0.4555541426,0.6186200378,2.784530387,0.654589372
PNCINFRA,PNCINFRA.NS,NSE:PNCINFRA,-0.2929921623,-0.1670287887,0.9672867223,2.151135313
FDC,FDC.NS,NSE:FDC,-0.1537301517,0.2897120454,0.461844928,1.033681518
RUSTOMJEE,RUSTOMJEE.NS,NSE:RUSTOMJEE,-0.155597723,0.09644491376,#N/A,#N/A
SANDUMA,SANDUMA.NS,NSE:SANDUMA,-0.02738634971,0.916344761,#N/A,#N/A
RATEGAIN,RATEGAIN.NS,NSE:RATEGAIN,-0.1210481156,0.2093171086,#N/A,#N/A
ESABINDIA,ESABINDIA.NS,NSE:ESABINDIA,-0.170901091,0.0007133798351,2.855550466,8.165986024
HMT,HMT.NS,NSE:HMT,-0.2550803403,0.6526867628,3.231543624,0.537804878
QPOWER,QPOWER.NS,NSE:QPOWER,#N/A,#N/A,#N/A,#N/A
SOUTHBANK,SOUTHBANK.NS,NSE:SOUTHBANK,0.1853465347,0.243456585,4.055743243,0.5645582854
RTNINDIA,RTNINDIA.NS,NSE:RTNINDIA,-0.3179854339,-0.05312767781,#N/A,#N/A
GRWRHITECH,GRWRHITECH.NS,NSE:GRWRHITECH,-0.03209093957,1.507203473,#N/A,#N/A
GPPL,GPPL.NS,NSE:GPPL,-0.2904696762,0.2452981192,0.9293242405,-0.1436433682
RAYMONDLSL,RAYMONDLSL.NS,NSE:RAYMONDLSL,-0.4803647716,#N/A,#N/A,#N/A
TIPSMUSIC,TIPSMUSIC.NS,NSE:TIPSMUSIC,#N/A,#N/A,#N/A,#N/A
TRIVENI,TRIVENI.NS,NSE:TRIVENI,-0.2956287549,-0.1277578245,3.836415363,12.96303901
MAXESTATES,MAXESTATES.NS,NSE:MAXESTATES,-0.2224669604,#N/A,#N/A,#N/A
WELENT,WELENT.NS,NSE:WELENT,-0.06892134256,0.9839854413,8.017369727,8.983516484
EPIGRAL,EPIGRAL.NS,NSE:EPIGRAL,-0.1711535246,0.798755832,#N/A,#N/A
AJAXENGG,AJAXENGG.NS,NSE:AJAXENGG,#N/A,#N/A,#N/A,#N/A
LUMAXTECH,LUMAXTECH.NS,NSE:LUMAXTECH,1.049506664,2.322576119,12.2809871,23.1287956
MIDHANI,MIDHANI.NS,NSE:MIDHANI,0.0225088518,0.002479543764,1.14369035,#N/A
AXISCADES,AXISCADES.NS,NSE:AXISCADES,1.881058783,2.404488677,32.06114398,5.377021115
AKUMS,AKUMS.NS,NSE:AKUMS,-0.4488759124,#N/A,#N/A,#N/A
VOLTAMP,VOLTAMP.NS,NSE:VOLTAMP,-0.475136706,0.4548036928,6.451286048,9.656956005
YATHARTH,YATHARTH.NS,NSE:YATHARTH,0.3701021032,1.178739939,#N/A,#N/A
GNFC,GNFC.NS,NSE:GNFC,-0.2380447942,-0.1653543307,1.45430173,7.548387097
ARVINDFASN,ARVINDFASN.NS,NSE:ARVINDFASN,-0.09579804292,0.7162478539,3.557738539,#N/A
SFL,SFL.NS,NSE:SFL,-0.2629752156,-0.3985661179,0.01724602533,#N/A
AVL,AVL.NS,NSE:AVL,#N/A,#N/A,#N/A,#N/A
INOXGREEN,INOXGREEN.NS,NSE:INOXGREEN,-0.07628676471,2.111455108,#N/A,#N/A
FISCHER,FISCHER.NS,NSE:FISCHER,#N/A,#N/A,#N/A,#N/A
ELLEN,ELLEN.NS,NSE:ELLEN,#N/A,#N/A,#N/A,#N/A
MHRIL,MHRIL.NS,NSE:MHRIL,-0.1135796306,-0.1082370668,2.284009988,1.663316583
MASTEK,MASTEK.NS,NSE:MASTEK,-0.1322658977,-0.0497756357,1.727001729,13.06951707
BALUFORGE,BALUFORGE.NS,NSE:BALUFORGE,-0.1952514839,#N/A,#N/A,#N/A
GANESHHOU,GANESHHOU.NS,NSE:GANESHHOU,-0.01026811181,0.9145883911,32.04761905,12.85118953
MOIL,MOIL.NS,NSE:MOIL,-0.04320337197,0.7075693465,1.631884058,2.62728453
IFBIND,IFBIND.NS,NSE:IFBIND,-0.07232937685,0.9288271911,2.191795807,2.984296768
PICCADIL,PICCADIL.NS,NSE:PICCADIL,#N/A,#N/A,#N/A,#N/A
JUSTDIAL,JUSTDIAL.NS,NSE:JUSTDIAL,-0.2991891097,0.1387997542,1.427240978,-0.1548867609
ISGEC,ISGEC.NS,NSE:ISGEC,-0.3154105004,0.3183750261,#N/A,#N/A
DHANUKA,DHANUKA.NS,NSE:DHANUKA,0.03973487765,0.8181818182,1.022662152,2.586190971
PRAJIND,PRAJIND.NS,NSE:PRAJIND,-0.4967656766,-0.3525265393,4.480948958,3.631834751
EPL,EPL.NS,NSE:EPL,-0.1434518092,0.1328745368,#N/A,#N/A
V2RETAIL,V2RETAIL.NS,NSE:V2RETAIL,0.6131404756,10.97452229,40.125,27.15977175
JAYNECOIND,JAYNECOIND.NS,NSE:JAYNECOIND,0.3976377953,0.9267299864,22.66666667,8.93006993
TMB,TMB.NS,NSE:TMB,-0.1034518611,-0.1855105318,#N/A,#N/A
RENUKA,RENUKA.NS,NSE:RENUKA,-0.341857053,-0.4337240757,2.609195402,3.077922078
AHLUCONT,AHLUCONT.NS,NSE:AHLUCONT,-0.1525423729,0.4496893523,3.386343993,3.006315374
BAJAJELEC,BAJAJELEC.NS,NSE:BAJAJELEC,-0.414513581,-0.4824541646,0.2678216729,1.3810412
CHEMPLASTS,CHEMPLASTS.NS,NSE:CHEMPLASTS,-0.1879930729,-0.1201000834,#N/A,#N/A
SUBROS,SUBROS.NS,NSE:SUBROS,0.4840989399,1.856063468,3.919739696,13.20162805
AURIONPRO,AURIONPRO.NS,NSE:AURIONPRO,-0.2931649418,0.9333738485,34.97916667,11.83605861
JUNIPER,JUNIPER.NS,NSE:JUNIPER,-0.1925333333,#N/A,#N/A,#N/A
CMSINFO,CMSINFO.NS,NSE:CMSINFO,-0.298405467,0.1435099243,#N/A,#N/A
GREENLAM,GREENLAM.NS,NSE:GREENLAM,-0.03487707261,0.2028503563,2.541258741,5.193737769
PRICOLLTD,PRICOLLTD.NS,NSE:PRICOLLTD,0.1194259354,0.704385828,13.10488246,#N/A
JKPAPER,JKPAPER.NS,NSE:JKPAPER,-0.1616117851,-0.0007745933385,3.343434343,9.130890052
KTKBANK,KTKBANK.NS,NSE:KTKBANK,-0.2757889485,-0.3114054161,3.392938209,0.8871072589
HNDFDS,HNDFDS.NS,NSE:HNDFDS,-0.1654089949,-0.02760682258,2.289904218,#N/A
RTNPOWER,RTNPOWER.NS,NSE:RTNPOWER,-0.2042160738,0.9174603175,3.930612245,1.013333333
ETHOSLTD,ETHOSLTD.NS,NSE:ETHOSLTD,-0.2229936094,0.4740328112,#N/A,#N/A
SUNTECK,SUNTECK.NS,NSE:SUNTECK,-0.2473987445,-0.007709750567,0.771301356,3.018365473
AVALON,AVALON.NS,NSE:AVALON,0.7821956369,0.8048997773,#N/A,#N/A
THANGAMAYL,THANGAMAYL.NS,NSE:THANGAMAYL,-0.0846583584,0.7616063435,10.96352056,24.2332682
HGINFRA,HGINFRA.NS,NSE:HGINFRA,-0.3504935608,0.06495524948,4.42775198,#N/A
EQUITASBNK,EQUITASBNK.NS,NSE:EQUITASBNK,-0.303959912,-0.3339181287,#N/A,#N/A
THYROCARE,THYROCARE.NS,NSE:THYROCARE,0.4520976079,1.180111893,0.5748647415,#N/A
SYMPHONY,SYMPHONY.NS,NSE:SYMPHONY,-0.4378638705,0.04998861307,0.08693345907,0.01054269683
PURVA,PURVA.NS,NSE:PURVA,-0.3789653212,1.454831461,5.549160671,3.394207562
ICRA,ICRA.NS,NSE:ICRA,-0.07046914542,0.1976208818,1.382352417,0.6290177157
E2E,E2E.NS,NSE:E2E,0.1032178422,8.912156167,#N/A,#N/A
RALLIS,RALLIS.NS,NSE:RALLIS,0.01639344262,0.5287276111,0.1777777778,0.4715629198
VIPIND,VIPIND.NS,NSE:VIPIND,-0.2099308611,-0.3282180486,0.5066780822,4.492509363
SUPRAJIT,SUPRAJIT.NS,NSE:SUPRAJIT,-0.05662160885,0.2293668391,2.010558069,2.854770182
PGIL,PGIL.NS,NSE:PGIL,0.5203083971,1.76527854,18.2774157,12.95057931
IONEXCHANG,IONEXCHANG.NS,NSE:IONEXCHANG,-0.3658682188,-0.1549323787,#N/A,#N/A
EMIL,EMIL.NS,NSE:EMIL,-0.2280086476,0.1340155258,#N/A,#N/A
SHARDAMOTR,SHARDAMOTR.NS,NSE:SHARDAMOTR,-0.5488323985,0.1181661326,5.907662322,4.968947368
SURYAROSNI,SURYAROSNI.NS,NSE:SURYAROSNI,-0.1777649102,0.1611742579,5.140540541,8.271955599
ASHAPURMIN,ASHAPURMIN.NS,NSE:ASHAPURMIN,1.139716659,1.157989818,7.316455696,12.65904366
SWSOLAR,SWSOLAR.NS,NSE:SWSOLAR,-0.620020429,-0.2728288188,0.1159202914,#N/A
GULFOILLUB,GULFOILLUB.NS,NSE:GULFOILLUB,-0.1390261115,1.310606061,0.9593672208,1.521703183
SKIPPER,SKIPPER.NS,NSE:SKIPPER,0.1288439487,1.516265452,10.82980118,2.832731649
SMARTWORKS,SMARTWORKS.NS,NSE:SMARTWORKS,#N/A,#N/A,#N/A,#N/A
SHOPERSTOP,SHOPERSTOP.NS,NSE:SHOPERSTOP,-0.3512054907,-0.1982602392,2.541466539,0.5448221918
GOKULAGRO,GOKULAGRO.NS,NSE:GOKULAGRO,0.5463800905,2.664879357,29,#N/A
ELECTCAST,ELECTCAST.NS,NSE:ELECTCAST,-0.5479426892,0.5086590038,4.625142857,4.706666667
LXCHEM,LXCHEM.NS,NSE:LXCHEM,-0.2454780362,-0.2315789474,#N/A,#N/A
MANINFRA,MANINFRA.NS,NSE:MANINFRA,-0.1843941637,0.01533399144,8.447642376,5.21345147
CSBBANK,CSBBANK.NS,NSE:CSBBANK,0.07889026658,0.05693896143,0.6150812065,#N/A
SENCO,SENCO.NS,NSE:SENCO,-0.4571630162,0.3784164983,#N/A,#N/A
STLTECH,STLTECH.NS,NSE:STLTECH,0.3688045038,0.09783089863,#N/A,#N/A
SUPRIYA,SUPRIYA.NS,NSE:SUPRIYA,0.1754819181,1.646995516,#N/A,#N/A
IMFA,IMFA.NS,NSE:IMFA,0.7475728155,1.737162241,9.564334086,17.28125
PILANIINVS,PILANIINVS.NS,NSE:PILANIINVS,-0.03846014624,1.421798787,3.925186339,#N/A
KSCL,KSCL.NS,NSE:KSCL,0.08022239873,0.8164676304,1.220301546,1.677165354
PARAS,PARAS.NS,NSE:PARAS,0.2875811103,0.9941099294,#N/A,#N/A
KNRCON,KNRCON.NS,NSE:KNRCON,-0.372551409,-0.254713226,0.6629794106,2.801402732
TEXRAIL,TEXRAIL.NS,NSE:TEXRAIL,-0.3577937013,0.1003410383,5.54009009,0.4075618032
GOKEX,GOKEX.NS,NSE:GOKEX,-0.1727044656,0.08623756506,13.69518717,12.93744717
VMART,VMART.NS,NSE:VMART,-0.2782843329,0.4008138154,0.4324109098,4.690446061
CUPID,CUPID.NS,NSE:CUPID,1.542186778,10.37280248,19.98759542,#N/A
OPTIEMUS,OPTIEMUS.NS,NSE:OPTIEMUS,-0.106346141,1.279211957,13.43010753,#N/A
PFOCUS,PFOCUS.NS,NSE:PFOCUS,0.413863109,1.088912694,4.547652916,2.714285714
RAJESHEXPO,RAJESHEXPO.NS,NSE:RAJESHEXPO,-0.3328729282,-0.6168187227,-0.5665245681,-0.6491100618
TVSSCS,TVSSCS.NS,NSE:TVSSCS,-0.3758386046,-0.3810881445,#N/A,#N/A
ICIL,ICIL.NS,NSE:ICIL,-0.2516129032,0.2275921165,2.254060193,0.5776664281
FEDFINA,FEDFINA.NS,NSE:FEDFINA,0.2759963543,#N/A,#N/A,#N/A
GHCL,GHCL.NS,NSE:GHCL,-0.03944020356,-0.02241644412,2.85942492,3.444444444
MASFIN,MASFIN.NS,NSE:MASFIN,0.04964184574,0.05586835579,0.2034914814,#N/A
INFIBPP.E1,INFIBPP.E1.NS,NSE:INFIBPP.E1,#N/A,#N/A,#N/A,#N/A
INFIBEAM,INFIBEAM.NS,NSE:INFIBEAM,-0.3442300118,0.07976653696,0.03802992519,#N/A
EMUDHRA,EMUDHRA.NS,NSE:EMUDHRA,-0.2197719511,0.39645706,#N/A,#N/A
TIIL,TIIL.NS,NSE:TIIL,-0.2131331062,0.2169074001,6.278402367,12.46892965
BANSALWIRE,BANSALWIRE.NS,NSE:BANSALWIRE,-0.1583263996,#N/A,#N/A,#N/A
MTARTECH,MTARTECH.NS,NSE:MTARTECH,0.07393307954,-0.2172733911,#N/A,#N/A
CRIZAC,CRIZAC.NS,NSE:CRIZAC,#N/A,#N/A,#N/A,#N/A
KINGFA,KINGFA.NS,NSE:KINGFA,0.3648131939,0.9106152457,8.455106383,#N/A
ASHOKA,ASHOKA.NS,NSE:ASHOKA,-0.1815361395,0.9101761252,2.00569669,0.7337477798
KRN,KRN.NS,NSE:KRN,#N/A,#N/A,#N/A,#N/A
INDIAGLYCO,INDIAGLYCO.NS,NSE:INDIAGLYCO,0.3453435115,1.507469482,5.418997669,19.86668245
UNIMECH,UNIMECH.NS,NSE:UNIMECH,#N/A,#N/A,#N/A,#N/A
TIMETECHNO,TIMETECHNO.NS,NSE:TIMETECHNO,0.1325437389,1.93566879,11.83844011,7.932170543
AGI,AGI.NS,NSE:AGI,-0.04535661013,-0.03582189488,9.594727161,10.50925803
SWARAJENG,SWARAJENG.NS,NSE:SWARAJENG,0.3626220363,1.272495133,2.203735386,4.167231963
WEBELSOLAR,WEBELSOLAR.NS,NSE:WEBELSOLAR,0.2759124088,7.516801075,69.60167131,71.83333333
ROUTE,ROUTE.NS,NSE:ROUTE,-0.4710371575,-0.4586947476,-0.06418769367,#N/A
RESPONIND,RESPONIND.NS,NSE:RESPONIND,-0.2983699504,-0.4053161135,1.108626198,1.385542169
SUVEN,SUVEN.NS,NSE:SUVEN,0.4985420808,2.169306237,4.140486474,18.08270042
ITDC,ITDC.NS,NSE:ITDC,-0.1096184079,0.6582379558,1.780008925,#N/A
FIEMIND,FIEMIND.NS,NSE:FIEMIND,0.1840056409,1.249762742,6.357236746,6.383657017
INDIGOPNTS,INDIGOPNTS.NS,NSE:INDIGOPNTS,-0.2584595661,-0.2856910728,#N/A,#N/A
ORIANA,ORIANA.NS,NSE:ORIANA,#N/A,#N/A,#N/A,#N/A
HCC,HCC.NS,NSE:HCC,-0.3404303003,0.1505082095,4.839285714,0.8474576271
DATAMATICS,DATAMATICS.NS,NSE:DATAMATICS,0.3708419545,0.487051105,10.68656716,16.05544554
TARC,TARC.NS,NSE:TARC,-0.2976175882,1.030478441,#N/A,#N/A
PTC,PTC.NS,NSE:PTC,-0.1862003781,0.2865147553,2.629083246,1.872393661
SMLISUZU,SMLISUZU.NS,NSE:SMLISUZU,0.8040165294,1.92094609,7.911714992,1.971344345
SEQUENT,SEQUENT.NS,NSE:SEQUENT,0.1379753197,1.199676201,0.4286715738,#N/A
GREAVESCOT,GREAVESCOT.NS,NSE:GREAVESCOT,0.2388002201,0.6181883537,2.176993649,0.7475931677
RSYSTEMS,RSYSTEMS.NS,NSE:RSYSTEMS,-0.1295415444,-0.1395558223,3.131123919,5.205627706
JTEKTINDIA,JTEKTINDIA.NS,NSE:JTEKTINDIA,0.05763159405,0.2975352113,1.569376656,2.30730569
GMMPFAUDLR,GMMPFAUDLR.NS,NSE:GMMPFAUDLR,-0.2408269441,-0.4022207848,-0.1690269598,#N/A
GAEL,GAEL.NS,NSE:GAEL,-0.1407114625,-0.3575650118,1.141449961,8.493449782
